flag,unique_id,id,site_name,state,county,address,city,zip_code,phone_number,testing_status,appointment_required,physician_order_required,screening_required,restrictions_apply,restriction_details,type_of_center,rapid_testing,non_rapid_testing,guidelines,provider_url,antibody_testing,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude,cost_of_test,open_date,close_date,minimum_age
,15062,,NYU Langone Hospital- Brooklyn,NY,Kings,159 55th St.,Brooklyn,11220,(718) 630-7185,Testing,Y,Y,Virtual Screening,N,,Hospital,"Y,5","Y,2","After you complete your visit, your doctor orders the test, and you can then schedule at one of our testing centers through your NYU Langone Health MyChart account or by calling 646-987-3525. Walk-ins are not accepted.",https://nyulangone.org/locations/covid-19-testing,N,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,,,40.6468,-74.0204,,,,
,15064,,NYU Langone Ambulatory Care Rego Park,NY,Queens,97-85 Queens Blvd,Rego Park,11374,(718) 261-9100,Testing,Y,N,Phone or In-Person Screening,N,,Clinic,"Y,5","Y,2","After you complete your visit, your doctor orders the test, and you can then schedule at one of our testing centers through your NYU Langone Health MyChart account or by calling 646-987-3525. Walk-ins are not accepted.",https://nyulangone.org/locations/covid-19-testing,Y,08:00AM-02:00PM,08:00AM-01:00PM,09:00AM-05:00PM,08:00AM-01:00PM,09:00AM-12:00PM,,,40.7291,-73.8581,,,,0
,15079,,Chai Urgent Care - Williamsburg,NY,Kings,"735 Bedford Ave, Brooklyn, NY 11205",Brooklyn,11205,(718) 333-2424,Testing,Y,N,,N,,Urgent Care Clinic,"Y,6","Y,1-2",,https://www.chaicare.org/locations-williamsburg,Y,08:00AM-12:00PM,08:00AM-12:00PM,08:00AM-12:00PM,08:00AM-12:00PM,08:00AM-06:00PM,,08:00AM-12:00PM,40.6986,-73.9566,,,,0
,15086,,Chai Urgent Care - Boro Park,NY,Kings,3808 14th Ave,Brooklyn,11218,(718) 972-2424,Testing,N,N,In-Person Screening,N,,Urgent Care Clinic,"Y,2,4","Y,1-2","All insurances and Medicare are acceptable. If you are insured your insurance will cover all covid testing and antibody testing at 100%.
 Covid: Self pay cost is $125 and lab $95
 Antibody: visit is $75 and lab $65",https://www.chaicare.org/locations-boro-park,Y,08:00AM-12:00AM,08:00AM-12:00AM,08:00AM-12:00AM,02:00PM-12:00AM,10:00AM-06:00PM,08:00AM-12:00AM,08:00AM-12:00AM,40.6398,-73.9838,,,,2
,15274,,North Eastern Network Wellness,NY,Kings,260 Flatbush Avenue,Brooklyn,11217,(718) 398-8000,Testing,N,N,,N,,Physician's Office,N,"Y,1-3",Call for pricing and type of insurance that will be accepted. Walk-in Clinic,https://www.healthgrades.com/group-directory/ny-new-york/brooklyn/north-eastern-network-wellness-y9ngk7,Y,10:00AM-05:00PM,10:00AM-05:00PM,10:00AM-05:00PM,10:00AM-05:00PM,10:00AM-05:00PM,,,40.6792,-73.9744,,,,
,15285,,BronxCare Fulton Campus,NY,Bronx,1265 Franklin Ave,Bronx,10456,(718) 590-1800,Testing,N,N,In-Person Screening,N,,Clinic,N,"Y,2-3","No appointment or pre-registration is necessary, and walk-ins are welcome. Testing results are available within 24 to 72 hours. For individuals under 18 years of age, a parent or guardian must be present.",https://www.bronxcare.org/about-us/covid-19-testing/,N,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,01:00PM-05:00PM,09:00AM-05:00PM,,,40.8312,-73.9031,0.00,,,
,15287,,CityMD Urgent Care- Chambers/Tribeca,NY,New York,87 Chambers St.,New York City,10007,(212) 335-0594,Testing,N,,,N,,Urgent Care Clinic,,,,https://www.citymd.com/urgent-care-locations/ny/manhattan/tribeca/037,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,09:00AM-03:00PM,09:00AM-03:00PM,40.7149,-74.0071,,,,
,15289,,CityMD Urgent Care- East 79th,NY,New York,1143 Lexington Avenue,New York City,10021,(646) 350-4815,Testing,N,N,In-Person Screening,N,,Urgent Care Clinic,"Y,6","Y,2-3","COVID-19 testing is walk-in only, no appointment needed.
 Please bring your I.D and Insurance card to get tested.",https://www.citymd.com/urgent-care-locations/ny/manhattan/east-79th/265,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-06:00PM,08:00AM-06:00PM,40.7751,-73.9586,,,,
,16531,,Glendale Family Medicine & Urgent Care,NY,Queens,7801 Myrtle Avenue,Glendale,11385,(718) 386-8300,Testing,N,N,Online Form,N,,Pharmacy Clinic,"Y,1","Y,2",,https://nyforward.bioreference.com/,N,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,,40.7029,-73.8716,29.95,,,
,16631,,Chai Urgent Care - Mill Basin,NY,Kings,5322 Avenue N ,Brooklyn,11234,(844) 972-2424,Testing,Y,N,,N,,Urgent Care Clinic,"Y,4,7","Y,4-6","The physicians at our clinic are providing assessments and testing for those patients who need it, but if youre experiencing symptoms, please do not come to see us in-person, as this could put others at risk for infection. Instead, please call us or book a phone appointment or virtual visit with us. We can provide testing at our clinics curbside if necessary.",https://www.chaicare.org/,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-04:00PM,12:00AM-07:00PM,08:00AM-08:00PM,40.619,-73.9232,,,,0
,16642,,African Services Committee,NY,New York,429 West 127th Street,New York,10027,(212) 222-3882,Testing,N,N,In-Person Screening,N,,Community Health Center,N,"Y,2-3",ASC conducts free COVID-19 PCR tests for the uninsured along with all of our other free health testing services.,http://www.africanservices.org/news-media/331-free-covid-19-testing-at-african-services-committee,N,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,,,40.8135,-73.9545,0.00,,,18
,16768,,MedRite Urgent Care - Clinton Hill,NY,Kings,504 Myrtle Ave,Brooklyn,11205,(718) 400-9633,Testing,N,N,In-Person Screening,N,,Urgent Care Clinic,"Y,7,24","Y,1-2",,https://medriteurgentcare.com/,Y,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.6933,-73.9644,0.00,,,2
,16797,,Super Health Pharmacy ,NY,Richmond,6390 Amboy Road ,Staten Island ,10309,(718) 967-4600,Testing,Y,N,,N,,Pharmacy Clinic,"Y,6","Y,1-2",,SuperHealthPharmacy.com,Y,09:30AM-07:00PM,09:30AM-07:00PM,09:30AM-07:00PM,09:30AM-07:00PM,09:30AM-07:00PM,10:00AM-05:00PM,,40.5222,-74.2158,,,,
,17043,,COVID Express at Washington Heights,NY,New York,"600 W. 168th Street, Third Floor",New York,10032,(866) 692-3641,Testing,Y,N,"Virtual, Phone or In-Person Screening",N,,Health Department,"Y,24","Y,1",By appointment only. Visit nyc.gov/health/covidexpress to schedule. Website will have schedule available two days in advance.,nyc.gov/health/covidexpress,N,08:00AM-06:00PM,08:00AM-06:00PM,08:00AM-06:00PM,08:00AM-06:00PM,08:00AM-06:00PM,,,40.8411,-73.9402,0.00,,,
,17049,,LEAA Health ,NY,New York,510 Fifth ave ,Manhattan,10036,(866) 275-7594,Testing,Y,N,Online Form,N,,Mobile Testing,"Y,24","Y,1","Same day doctor house calls
 Home visit Testing only.",https://leaa.io/,Y,09:00AM-10:30PM,09:00AM-10:30PM,09:00AM-10:30PM,09:00AM-10:30PM,09:00AM-10:30PM,09:00AM-10:30PM,09:00AM-10:30PM,40.7541,-73.9809,,,,
,17263,,James J. Peters Department of Veterans Affairs Medical Center,NY,Bronx,130 West Kingsbridge Road,Bronx,10468,(718) 584-9000,Testing,Y,Y,"Virtual, Phone or In-Person Screening",Y,VA only,VA Clinic,N,"Y,3-4","VA offers coronavirus testing for Veterans who are enrolled in VA health care and meet CDC criteria for testing. If you are a Veteran with symptoms of COVID-19, call your VA health care team or your VA facility's advice nurse before going to any VA location. You can also send your VA provider a secure message through the My HealtheVet health management portal. To apply online for VA health care, visit VA.gov.",https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,Y,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,40.8674,-73.9064,,,,
,17266,,Thomas P. Noonan Jr. Department of Veterans Affairs Outpatient Clinic,NY,Queens,4103 Queens Boulevard,Sunnyside,11104,(718) 741-4800,Testing,Y,Y,"Virtual, Phone or In-Person Screening",Y,VA only,VA Clinic,"Y,0,7","Y,7","VA offers coronavirus testing for Veterans who are enrolled in VA health care and meet CDC criteria for testing. If you are a Veteran with symptoms of COVID-19, call your VA health care team or your VA facility's advice nurse before going to any VA location. You can also send your VA provider a secure message through the My HealtheVet health management portal. To apply online for VA health care, visit VA.gov.",https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,Y,08:00AM-04:30PM,08:00AM-04:30PM,,08:00AM-04:30PM,08:00AM-04:30PM,,,40.744,-73.9231,,,,
,17762,,Manhattan VA Medical Center,NY,New York,423 East 23rd Street,New York,10010,(212) 686-7500,Testing,Y,Y,"Virtual, Phone or In-Person Screening",Y,VA only,VA Clinic,N,"Y,3-4","VA offers coronavirus testing for Veterans who are enrolled in VA health care and meet CDC criteria for testing. If you are a Veteran with symptoms of COVID-19, call your VA health care team or your VA facility's advice nurse before going to any VA location. You can also send your VA provider a secure message through the My HealtheVet health management portal. To apply online for VA health care, visit VA.gov.",https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,40.7372,-73.9767,,,,
,17763,,Brooklyn VA Medical Center,NY,Kings,800 Poly Place,Brooklyn,11209,(718) 836-6600,Testing,Y,Y,"Virtual, Phone or In-Person Screening",Y,VA only,VA Clinic,N,"Y,2-3","VA offers coronavirus testing for Veterans who are enrolled in VA health care and meet CDC criteria for testing. If you are a Veteran with symptoms of COVID-19, call your VA health care team or your VA facility's advice nurse before going to any VA location. You can also send your VA provider a secure message through the My HealtheVet health management portal. To apply online for VA health care, visit VA.gov.",https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,40.6082,-74.0239,,,,
,17764,,St. Albans VA Medical Center,NY,Queens,179-00 Linden Boulevard,Queens,11434,(718) 526-1000,Testing,Y,Y,"Virtual, Phone or In-Person Screening",Y,VA only,VA Clinic,N,"Y,3-4","VA offers coronavirus testing for Veterans who are enrolled in VA health care and meet CDC criteria for testing. If you are a Veteran with symptoms of COVID-19, call your VA health care team or your VA facility's advice nurse before going to any VA location. You can also send your VA provider a secure message through the My HealtheVet health management portal. To apply online for VA health care, visit VA.gov.",https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,12:00AM-12:00AM,40.6908,-73.7685,,,,
,17766,,Staten Island Community VA Clinic,NY,Richmond,"1150 South Avenue, 3rd Floor, Suite 301",Staten Island,10314,(718) 761-2973,Testing,Y,Y,"Virtual, Phone or In-Person Screening",Y,Patients only,VA Clinic,N,"Y,3-4","VA offers coronavirus testing for Veterans who are enrolled in VA health care and meet CDC criteria for testing. If you are a Veteran with symptoms of COVID-19, call your VA health care team or your VA facility's advice nurse before going to any VA location. You can also send your VA provider a secure message through the My HealtheVet health management portal. To apply online for VA health care, visit VA.gov.",https://www.va.gov/coronavirus-veteran-frequently-asked-questions/,,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.612,-74.1778,,,,
,19224,,Carbon Health COVID-19 Testing Center,NY,Kings,90 Havemeyer ,New York,11211,(718) 650-3695,Testing,Y,N,,N,,Urgent Care Clinic,"Y,72","Y,3-5",Appointment required,https://carbonhealth.com/brooklyn-havemeyer-covid-testing-clinic,Y,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,40.7137,-73.9564,,,,
,19288,,Carbon Health COVID-19 Testing Center,NY,New York,225 Liberty St #227B, ,10281,(917) 983-5640,Testing,Y,N,,N,,Urgent Care Clinic,"Y,576","Y,3-5",We provide COVID travel testing ,https://carbonhealth.com/manhattan-liberty-covid-testing-clinic,N,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,40.7116,-74.0153,,,,
,19290,,Premier HealthCare - Midtown,NY,New York,227 East 41 Street ,New York,10017,(212) 273-6272,Testing,Y,N,Virtual or In-Person Screening,Y,New / Existing Patients ,Clinic,"Y,6","Y,3-5",Call 212-273-6272 to make an appointment. ,https://www.yai.org/premier-healthcare-covid-19-testing,Y,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,09:00AM-02:00PM,,40.7496,-73.9734,,,,0
,19600,,Premier HealthCare,NY,Bronx,3060 East Tremont,Bronx,10461,(212) 273-6272,Testing,Y,N,Virtual Screening,N,,Clinic,"Y,6","Y,3-5",,https://www.yai.org/premier-healthcare-covid-19-testing,N,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,09:00AM-02:00PM,,40.839,-73.8365,,,,0
,19601,,Premier HealthCare - Remsen,NY,Kings,175 Remsen Street,Brooklyn,11201,(212) 273-6272,Testing,Y,N,In-Person Screening,Y,New / Existing Patients ,Clinic,"Y,6","Y,3-5","Call 212-273-6272 to make an appointment. 
 *Please call the location for Saturday hours. ",https://www.yai.org/premier-healthcare-covid-19-testing,Y,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,,,40.6935,-73.9914,,,,0
,19608,,Speedy Sticks,NY,Richmond,87 Crescent Ave,Staten Island,10301,(347) 292-9570,Testing,Y,N,Phone or Virtual Screening,N,,Mobile Testing,"Y,2","Y,1","Note: All appointments require a credit/debit card to hold and confirm appointments. Payment will be collected prior to service. Appointments are subject to a non-refundable $50 cancellation fee and may be rescheduled at least 24 hours in advance without incurring a $50 rescheduling fee. No-call/no-shows at the time of the appointment will result in the client being charged the full amount of the service booked. Speedy Sticks is not a laboratory and as such sends collected specimens to partnered laboratories with the exception of rapid antigen tests, which are point-of-care and deliver results within 15 minutes. Please allow a 2-hour window from the time of your appointment for our team to arrive at your location.",https://www.speedysticks.com/,Y,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,40.6435,-74.0862,,,,0
,19609,,Drip Hydration - New York,NY,New York,   ,New York ,10021,(917) 781-2070,Testing,Y,N,"Virtual, Phone or In-Person Screening",N,,Mobile Testing,"Y,6","Y,1-2","They will come to your residence for testing. 
 Just go on line to register.
 
 
 
 
 
 
 
 
 
 
 
 
 
 ",https://driphydration.com/coronavirus-testing/new-york/,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,,,,8/31/2020,,0
,19631,,Felicity Pharmacy,NY,Bronx,621 E Tremont Ave,Bronx,10457,(718) 466-5695,Testing,N,N,Online Form,N,,Pharmacy Clinic,"Y,6","Y,2-3","Visit https://www.felicitypharmacy.com/ to register. 
 ",https://www.felicitypharmacy.com/,N,09:30AM-06:30PM,09:30AM-06:30PM,09:30AM-06:30PM,09:30AM-06:30PM,09:30AM-06:30PM,10:00AM-05:30PM,,40.8463,-73.8925,,,,3
,19833,,Rapid Test Center,NY,New York,252 Columbus Avenue,New York,10023,(212) 401-4045,Testing,N,N,Virtual or In-Person Screening,N,,Independent Laboratory,"Y,24,96",N,"If you have an emergency testing need, call us at 212-401-4045
 For people traveling, we can provide a travel letter to support your travel plans. ",Www.rapidtestcenter.us,N,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,40.7773,-73.9793,,,,
,19850,,Speedy Sticks,NY,Kings,1655 Union St,Brooklyn,11213,(347) 292-9570,Testing,Y,N,,N,,Mobile Testing,"Y,2,4","Y,1","Note: All appointments require a credit/debit card to hold and confirm appointments. Payment will be collected prior to service. Appointments are subject to a non-refundable $50 cancellation fee and may be rescheduled at least 24 hours in advance without incurring a $50 rescheduling fee. No-call/no-shows at the time of the appointment will result in the client being charged the full amount of the service booked. Speedy Sticks is not a laboratory and as such sends collected specimens to partnered laboratories with the exception of rapid antigen tests, which are point-of-care and deliver results within 15 minutes. Please allow a 2-hour window from the time of your appointment for our team to arrive at your location.",https://www.speedysticks.com/,Y,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,40.6683,-73.9353,,,,
,19852,,Speedy Sticks ,NY,New York,100 West 88th St,New York,10024,(347) 292-9570,Testing,Y,N,,N,,Mobile Testing,"Y,5","Y,1",,www.speedysticks.com,Y,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,40.7879,-73.9716,,,,
,20035,,Premier HealthCare - Nostrand Ave,NY,Kings,3364 Nostrand Ave,Brooklyn,11229,(212) 273-6272,Testing,Y,N,In-Person Screening,Y,New / Existing Patients,Clinic,"Y,4","Y,3-5",Call 212-273-6272 to make an appointment. ,https://www.yai.org/premier-healthcare-covid-19-testing,Y,09:30AM-03:30PM,09:30AM-03:30PM,09:30AM-03:30PM,08:30AM-03:30PM,09:30AM-03:30PM,09:00AM-02:00PM,,40.602,-73.9425,,,,0
,20036,,Premier HealthCare - Queens,NY,Queens,211-11 Northern Blvd  2nd floor,Queens,11361,(212) 273-6272,Testing,Y,N,In-Person Screening,Y,New / Existing Patients ,Clinic,"Y,6","Y,3-5",Call 212-273-6272 to make an appointment. ,https://www.yai.org/premier-healthcare-covid-19-testing,Y,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,08:00AM-07:00PM,09:00AM-02:00PM,,40.76,-73.7717,,,,0
,21790,,Century Medical and Dental Center,NY,Kings,200 Livingston Street,Brooklyn,11201,(718) 522-3399,Testing,Y,N,In-Person Screening,N,,Clinic,"Y,6",Y,"Please book an appointment with any available Primary Care Physician, wear a mask, notify staff if you have any COVID symptoms.
 Mondays only for Pediatric testing.  ",https://www.centurymedicaldental.com/,Y,09:00AM-07:00PM,09:00AM-09:00PM,09:00AM-09:00PM,08:00AM-09:00PM,08:00AM-08:00PM,08:00AM-06:00PM,09:00AM-05:00PM,40.6897,-73.9863,,,,0
,21791,,Century Medical and Dental Center Multi-Specialty Clinic,NY,Kings,770 Flatbush Ave,Brooklyn,11226,(718) 522-3399,Testing,Y,N,In-Person Screening,N,,Clinic,"Y,4","Y,3","Please book an appointment with any available Primary Care Physician, wear a mask, notify staff if you have any COVID symptoms.Wear a mask.",https://www.centurymedicaldental.com/flatbush-brooklyn-ny-11226/,Y,08:00AM-05:00PM,08:00AM-05:30PM,08:00AM-07:00PM,08:00AM-06:00PM,08:00AM-07:00PM,,,40.654,-73.96,,,,16
,21792,,Century Medical and Dental Center -  Gravesend,NY,Kings,260 Ave X,Brooklyn,11223,(718) 336-8855,Testing,Y,N,In-Person Screening,N,,Clinic,"Y,8","Y,3","Please book an appointment with any available Primary Care Physician, wear a mask, notify staff if you have any COVID symptoms.",https://www.centurymedicaldental.com/gravesend-brooklyn-ny-11223/,Y,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,08:00AM-04:00PM,40.59,-73.9734,,,,
,21809,,NYC Health + Hospitals/Starrett City,NY,Kings,1279 Pennsylvania Ave,Brooklyn,11239,(844) 692-4692,Testing,N,N,In-Person Screening,N,,Community Health Center,Y,N,"Due to the storm, this site will close by 5pm on Friday, January 28and remain closed on Saturday, January 29. PCR and Rapid Molecular Testing Available. Pre-registration available, visit web-page at https://www.nychealthandhospitals.org/covid-19-testing-sites/.",https://www.nychealthandhospitals.org/covid-19-testing-sites/,N,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,09:00AM-07:00PM,40.6497,-73.883,0.00,,,2
,22841,,Formation Health,NY,New York,"110 East 40th Street, Unit 703",New York,10016,(917) 722-0837,Testing,Y,N,Online Form,N,,Clinic,"Y,12","Y,1","The test and its administration together cost $195 for rapid antigen testing, $250 for PCR testing, and $195 for antibody testing. You will be charged prior to your visit, with no further financial responsibility. Does not accept insurance. ",formationhealth.com,N,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,07:00AM-07:00PM,40.7504,-73.978,,,,18
,22881,,PM Pediatrics Urgent Care - Bellerose,NY,Queens,253-11 Hillside Avenue,Bellerose,11426,(929) 438-5437,Testing,N,N,Virtual or In-Person Screening,Y,Children 0-26 and accompanying adult/caregiver,Urgent Care Clinic,Y,"Y,2-3",Get screened in-office or via a telemedicine visit with the PM Pediatrics Anywhere app.,https://pmpediatrics.com/directory/,Y,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,40.7362,-73.7147,,,,
,22908,,AdvantageCare - Brooklyn Heights,NY,Kings,195 Montague St.,Brooklyn,11201,(866) 749-2660,Testing,Y,N,Phone or Virtual Screening,N,,Physician's Office,"Y,24","Y,3-5","Must first complete a clinical screening (virtual or telephonic visit) with an ACPNY provider. Please login to your myACPNY patient portal to schedule this initial appointment, If you don't have a myACPNY patient portal, visit https://my.acpny.com/MyChart/Authentication/Login to register for an account.",https://www.acpny.com/live-well/coronavirus/coronavirus-covid-19-testing,Y,,09:00AM-04:00PM,,,09:00AM-04:00PM,,,40.6942,-73.9914,0.00,,,
,23542,,Speedy Sticks,NY,New York,60 W 13th St,New York,10011,(347) 292-9570,Testing,Y,N,,N,,Mobile Testing,"Y,4","Y,1-2","Note: All appointments require a credit/debit card to hold and confirm appointments. Payment will be collected prior to service. Appointments are subject to a non-refundable $50 cancellation fee and may be rescheduled at least 24 hours in advance without incurring a $50 rescheduling fee. No-call/no-shows at the time of the appointment will result in the client being charged the full amount of the service booked. Speedy Sticks is not a laboratory and as such sends collected specimens to partnered laboratories with the exception of rapid antigen tests, which are point-of-care and deliver results within 15 minutes. Please allow a 2-hour window from the time of your appointment for our team to arrive at your location. This location now test from home.",https://www.speedysticks.com/,Y,08:00AM-09:00PM,08:00AM-09:00PM,08:00AM-09:00PM,08:00AM-09:00PM,08:00AM-09:00PM,08:00AM-09:00PM,08:00AM-09:00PM,40.7362,-73.9968,,,,
,23543,,Speedy Sticks,NY,New York,215 Lexington Avenue,New York,10016,(324) 223-4729,Testing,Y,N,,N,,Mobile Testing,"Y,6","Y,2-3","Note: All appointments require a credit/debit card to hold and confirm appointments. Payment will be collected prior to service. Appointments are subject to a non-refundable $50 cancellation fee and may be rescheduled at least 24 hours in advance without incurring a $50 rescheduling fee. No-call/no-shows at the time of the appointment will result in the client being charged the full amount of the service booked. Speedy Sticks is not a laboratory and as such sends collected specimens to partnered laboratories with the exception of rapid antigen tests, which are point-of-care and deliver results within 15 minutes. Please allow a 2-hour window from the time of your appointment for our team to arrive at your location.",https://www.speedysticks.com/,Y,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7453,-73.9802,,,,
,23544,,Speedy Sticks,NY,Queens,804 Seneca Ave,Ridgewood,11385,(347) 292-9570,Testing,Y,N,,N,,Mobile Testing,"Y,6","Y,1","Note: All appointments require a credit/debit card to hold and confirm appointments. Payment will be collected prior to service. Appointments are subject to a non-refundable $50 cancellation fee and may be rescheduled at least 24 hours in advance without incurring a $50 rescheduling fee. No-call/no-shows at the time of the appointment will result in the client being charged the full amount of the service booked. Speedy Sticks is not a laboratory and as such sends collected specimens to partnered laboratories with the exception of rapid antigen tests, which are point-of-care and deliver results within 15 minutes. Please allow a 2-hour window from the time of your appointment for our team to arrive at your location.",https://www.speedysticks.com/,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,40.7013,-73.9054,,,,
,23546,,Speedy Sticks,NY,Queens,80-15 41st Ave,Elmhurst,11373,(347) 292-9570,Testing,Y,N,,N,,Mobile Testing,"Y,4","Y,3-5","Note: All appointments require a credit/debit card to hold and confirm appointments. Payment will be collected prior to service. Appointments are subject to a non-refundable $50 cancellation fee and may be rescheduled at least 24 hours in advance without incurring a $50 rescheduling fee. No-call/no-shows at the time of the appointment will result in the client being charged the full amount of the service booked. Speedy Sticks is not a laboratory and as such sends collected specimens to partnered laboratories with the exception of rapid antigen tests, which are point-of-care and deliver results within 15 minutes. Please allow a 2-hour window from the time of your appointment for our team to arrive at your location.",https://www.speedysticks.com/,Y,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,09:00AM-05:00PM,40.7463,-73.8851,,,,
,23547,,Speedy Sticks,NY,Queens,6901 northern blvd,Woodside,11377,(347) 292-9570,Testing,Y,N,,N,,Mobile Testing,"Y,4","Y,1","Note: All appointments require a credit/debit card to hold and confirm appointments. Payment will be collected prior to service. Appointments are subject to a non-refundable $50 cancellation fee and may be rescheduled at least 24 hours in advance without incurring a $50 rescheduling fee. No-call/no-shows at the time of the appointment will result in the client being charged the full amount of the service booked. Speedy Sticks is not a laboratory and as such sends collected specimens to partnered laboratories with the exception of rapid antigen tests, which are point-of-care and deliver results within 15 minutes. Please allow a 2-hour window from the time of your appointment for our team to arrive at your location.",https://www.speedysticks.com/,Y,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,08:00AM-08:00PM,40.7545,-73.8973,,,,
